author;comment;;;;;;;;;;;;;;;;
@DadangSutiyadi;Depok hadir mantap KDM maju terus;;;;;;;;;;;;;;;;
@Rindumasalalu17;P dedi kampung abdi susah sinyal, bantu bikin tower pak, biar gampang akses nonton youtube bp, di kp maridan ds sukamaju kc nyalindung sukabumi;;;;;;;;;;;;;;;;
@PeternakEntok-l1x;?;;;;;;;;;;;;;;;;
@ZuliarPermana;Bagus banget pendekatannya, mungkin bisa ditambahkan juga program lanjutan seperti pendampingan belajar atau pelatihan keterampilan supaya mereka bisa mandiri secara jangka panjang;;;;;;;;;;;;;;;;
@sttafchannel6448;Insyaallah ak wong Jokja kalo pilpres 2029 kang dedi nyalon.ak pasti pilih;;;;;;;;;;;;;;;;
@Rindumasalalu17;P dedi kampung abdi susah sinyal, bantu bikin tower pak, biar gampang akses nonton youtube bpk, di kp maridan ds sukamaju kc nyalindung sukabumi;;;;;;;;;;;;;;;;
@MadinaZulfah;tegal dukung kang dedi mulyadi semngt pak ????;;;;;;;;;;;;;;;;
@TiktokCenter-d4p;Kang anak saya ga mau sekolah gara gara maen game terus udah susah ngasih taunya gimana ini kang;;;;;;;;;;;;;;;;
@meriana-56;Liat vidio ni , gx trsa air mata netes. Y Alloh knp br skrg pak haji dedi jd Gubernur..  Pokoknya, sht2 pak Gub, aamiin..;;;;;;;;;;;;;;;;
@mahardikayasa1567;Mana nih si varel, saat pesantren ada kasus pencabulan kok diem bae? Skrng program kdm bawa anak ke barak militer gacor  kyk burung blekok??;;;;;;;;;;;;;;;;
@dedemaryamah409;Masaallah BPK urg pinter mingpin barisan Oge,;;;;;;;;;;;;;;;;
@Dadan355;Dedeh bapak aing, maung tak pernah mengusik,dan jgn pernak di usik,salam ka bapak aing ti pasisir depok;;;;;;;;;;;;;;;;
@kokoromadhon6061;Tolong jawa tengah butuh gubernur seperti ini;;;;;;;;;;;;;;;;
@supriyono1326;Pak Dedi usul semua orang tua di vidio saat kerja lalu diputar di barak agar anak tau jerih payah orang tua;;;;;;;;;;;;;;;;
@larasdiary7925;Kereen, sampe kepikiran pak semua ituu, begini pemimpin yg sebenarnya selalu mikirin rakyat, bukan mikirin diri sendiri.. Sehat selalu pak??;;;;;;;;;;;;;;;;
@Walidiparsi;?;;;;;;;;;;;;;;;;
@evayunda2067;Pake BHS indonesia bapak Dedi...kita2 TDK faham BHS Sundanya...;;;;;;;;;;;;;;;;
@suartinahsuartinah4106;AYO KABUPATEN GRESIK, JATIM  NYUSUL KDM.;;;;;;;;;;;;;;;;
GRESIK; SELASA; 13-5-2025.;;;;;;;;;;;;;;;
SEMOGA KANG DEDI MULYADI DIBERIKAN KEKUATAN; KESEHATAN; PANJANG UMUR ; BERKAH; RAHMAT DAN KEMULIAAN DI DUNIA DAN KEMULIAAN DI AKHERAT.;;;;;;;;;;;;;
AAMIIN AAMIIN YAA ROBBAL 'AALAMIIN.;;;;;;;;;;;;;;;;;
"ALLAAHUMMA SHOLLI 'ALAA SAYYIDINAA MUHAMMADIN WA 'ALAA AAAAAALI SAYYIDINAA MUHAMMAD.""";;;;;;;;;;;;;;;;;
@devanggadevi;Saya punya keponakan cewek sekolah SMA taruna  lulus thn kemarin , lgsg daftar Akmil tp gagal krn tinggi kurang 2 cm;;;;;;;;;;;;;;;;
@gunturgugun7818;Hebat bapak aing mah....;;;;;;;;;;;;;;;;
@ipanrahmatsuryana1992;hey verrel, sia mah can pernah hirup susah, modal beungeut jeng bacot hungkul....tong ngaganggu bapa aing;;;;;;;;;;;;;;;;
@dedyputrawan927;??;;;;;;;;;;;;;;;;
@hazzam552;"Dwifungsi militer, ini orang"" ga mikir kah dampak negatifnya malah bahaya buat negara dengan adanya program ini..";;;;;;;;;;;;;;;;
@Anyonecanseee;Mantap! Kasih tau bang, beberin alasannya yang lengkap dan terperinci biar mereka paham bang!;;;;;;;;;;;;;;;;
@bahalaanmekaam123;salut saya dgn pak gubernur..beliau tetap menjaga privasi anak2 ini... dengan tidak boleh mengambil gambar/foto wajah anak2 yg di bina.. terbaik pak gub...sehat selalu ??Salam hormat saya..putra asli Dayak Bahau Pedalaman Kaltim ??;;;;;;;;;;;;;;;;
@henymardhiyana3569;Maju trus kang dlu waktu saya SMA lulusan 99 juga seperti ini bahkan lebih parah saya di didik kepemimpinan/ bela negara atau ke disiplinan seperti yg diterapkan kang Dedi oleh Trimatra TNI ....jadi jangan ragu maju terus Kang;;;;;;;;;;;;;;;;
@yosefustorar1536;Capres 2029 andalan ku??????;;;;;;;;;;;;;;;;
@herihermawan8843;Jujur inilah emang kenakalan anak lelaki ketika melihat;;;;;;;;;;;;;;;;
"Dn memasuki markas para kesatria negara yg jdi panutan dia dr kecil maka kenakalan mereka sdkt mereda""";;;;;;;;;;;;;;;;;
@galuh541;WARTAWAN YG BUZZER MASUKIN BARAK JUGA ...;;;;;;;;;;;;;;;;
@aniksetyarini5481;Sy berharap seluruh negara menjalankan program kang deddy mulyadi bagi siapapun yg ingin dibina pak tentara dibarak militer..dari anak2..bpk2..emak2 yg nakal?? sebelum terjurumus masuk penjara??;;;;;;;;;;;;;;;;
@agochannel7415;Saya dari lombok suka sama bapak aing;;;;;;;;;;;;;;;;
@andhikris2705;Lama liat konten kdm... Keren;;;;;;;;;;;;;;;;
@DeniArifin-j6d;Semua nya baik, kabur dr pondok bukan berarti nakal, dia blm temu jati diri nya saja;;;;;;;;;;;;;;;;
@Rahmattodayspm;KDM presiden dan wapres AHY??;;;;;;;;;;;;;;;;
@galuh541;PASANTREN TEU NGAJAMIN, KALAH PUYENG  DIAJAR KITAB,..MENDING PASANTRENNA DIALAM...,AMIH LUAS PERGAULAN.;;;;;;;;;;;;;;;;
@AgusSupratman-vw5zq;Saya senang dulu dikuliahan ada program dari kodim kewiraan 30 hari sangat bermampaat pd sikapsaya.;;;;;;;;;;;;;;;;
@hadimuhammadsopyan5538;YANG MASIH NYINYIR SAMA PROGRAM INI,PIX ANDA PUNYA PENYAKIT OTAK.?;;;;;;;;;;;;;;;;
@dondon7635;??1 priode bapak haji udin. Bapak aiing.2030 maju capres indonesia penerus idola ku bapak aiing uraaa?????;;;;;;;;;;;;;;;;
@RAWITKU;Kang H.Asep sunandar sunarya alm. ;;;;;;;;;;;;;;;;
Ieu nu di saurkeun ku anjeun sbgai satria piningit teh tos muncul;andai aja abah asep masih keneh jumeneng. ????;;;;;;;;;;;;;;;;
"SALAM RAHAYU TI BARAYA SUNDA KALSEL""";;;;;;;;;;;;;;;;;
@nizarridwan7778;Walikota Depok blom ada gerakan nya ini;;;;;;;;;;;;;;;;
@awangolot1094;Maju kdm?;;;;;;;;;;;;;;;;
@raniegidya;hebat Bpk gubernur, Semoga gubernur lain bisa ikut cara Bpk  Dedy..;;;;;;;;;;;;;;;;
@irmanzahhashirama1732;NU baraong mah pinter??,, asal bener ngarahken nana.. tah iyeu monem na??;;;;;;;;;;;;;;;;
@GaluhSamudra-y9h;Menyala bapa aing..singsehat sing bagja ageng milih rijki na pznyang yuswa,sareng pamudah2an suatu saat sing janten raja/persiden anu budiman..amin yaroball alamin alloh hu akbar alloh hu akbar kunpayakun..;;;;;;;;;;;;;;;;
@galih.gombong;Gombong kebumen Jateng hadir - masukan - orang tua yg anak² nya ikut pendidikan di barak TNI di beri pembinaan / pencerahan;;;;;;;;;;;;;;;;
@Hecamahardika76;Sehat² PaGub...perjalanan masih panjang untuk menuju R1.cukup 2 periode sj pimpin Jabar.stlh itu R1 biar kita yg diluar Jabar ikut dampak positiv dr Bpk Aing;;;;;;;;;;;;;;;;
@dalangpeace8740;"dukung ""BAPAK Aing "" KDM ,dengan cara menonton terus vidio²nya dan merekomendasikan kepada banyak masayarakat agar di like dan disubscribe canel nya ,dr situ lah bapak aing bisa berbagi dengan masyarakat banyak ...semoga kita yg mendukungnya kebagian berkah nya ...aminnnn";;;;;;;;;;;;;;;;
@DianNovitaHamid;Masya allah...sehat selalu yang Pak Dedi..semoga amanah  selalu..sosok pemimpin harapan Bangsa ..;;;;;;;;;;;;;;;;
@nurkomariahekwilaz8382;Baarokalloh KDM ??bersama warga Jabar yg mau perubahan lbh baik & disiplin ??;;;;;;;;;;;;;;;;
@ikepuspitasari988;Bangga,,, terharu melihatnya,,,,;;;;;;;;;;;;;;;;
@Madi-j8c;kerja nyata;;;;;;;;;;;;;;;;
@Chin3l5112;Masayallah Pa Haji Dedi, mugia sehat salamina oge di jauhkeun dari semua yg membahayakan dan mengancam keselamatan beliau. Amin ya Allah;;;;;;;;;;;;;;;;
@alifaaldi3118;unggl nnton pak dedy teh bawaanna sok cerik;;;;;;;;;;;;;;;;
@asmeo9894;Pak pindah ke Jatim pak tolong ??;;;;;;;;;;;;;;;;
@NunungBijono;Gak ngerti basa sunda kang...;;;;;;;;;;;;;;;;
@TimothyIgun;Bp aing ?? KDM ?? 2029 RI 1;;;;;;;;;;;;;;;;
@SangKomaru;Kawal terus 2 Periode.;;;;;;;;;;;;;;;;
@tediaryanto9243;09.57 pa dedi tetap menjaga privasi anak anak... bagja tur reueus kagungan ais pangampih model pa dedi,, mingpin rahayat pinuh ku kanyaah jeung ka deudeuh.. baralallah bapa????????;;;;;;;;;;;;;;;;
@okystar5962;Maungggg;;;;;;;;;;;;;;;;
@wigilusiana8306;Kalau sama bpk muka2 anaknya gak ditampakkan tapi kalo media udah disorot jelas bgt muka2nya??;;;;;;;;;;;;;;;;
@Asep-n1l;Mantap ??;;;;;;;;;;;;;;;;
@MuhammadEfrizal-r7m;KDM cinta dan sayang sama rakyatnya maka KDM dekat dengan rakyatnya.dari medan;;;;;;;;;;;;;;;;
@akangastrajingga5142;Mohon infonya kalau mau daftarin anak ikut program KDM masuk barak militer, harus menghubungi pihak sekolah atau kemana ya.. terima kasih untuk yg jawab ??;;;;;;;;;;;;;;;;
@ManSahman-n3h;Kunaon nys para elit tidaksetiju kabijakan kdm ,padahal kebijakanana saepisan rakyat jabar satuju pisan;;;;;;;;;;;;;;;;
@syahranm;Trima kasih , pk kdm ,    beliow  gubernur yg pling   hebat di antara  teman teman bpk , maju terus , insaalloh bapj pemimpin yg  berkaromah , amin;;;;;;;;;;;;;;;;
@asepteten4866;Ha... ha... ha .... embung kuda bikang, sieun disangka ngareuneuhan Kuda ci sujang .... mantaap;;;;;;;;;;;;;;;;
@budisetiyar2715;Sebuah fenomena Siswa kabur dari pesantren dan ikut sekolah di barak militer. ini kesempatan dan pelajaran terbaik di lembaga pendidikan pesantren utk mengevaluai diri kembali di intern lembaga pendidikan pesantren dimana pun.;;;;;;;;;;;;;;;;
@ratnaekawati4452;Masyallah Kang Dedi saya teh penggemar berat, sehat selalu Bpk Aing dan senantiasa dlm lindungan Allah,semoga jawabarat semakin maju di pimpin, Bpk Aing.Aamiin?;;;;;;;;;;;;;;;;
@fathurohmanelshukarizy3251;Yang tidak punya bapak, yang tidak punya ibu, semua jadi anak asuh saya ??;;;;;;;;;;;;;;;;
@esihkurnaesih4539;"Pak nanti gantiannya ke kampung kebon kelapa kecamatan tarumajaya kabupaten Bekasi, tolong di perbaiki jalannya, semua staf kelurahan, kecamatan, puskesmas & Polsek setempat . Sekolah"" perbaiki pak, dsana bnyak bgt mafia tanah pa";;;;;;;;;;;;;;;;
@javabirth7342;3:48 Kasih kuda Nil aja Pak??;;;;;;;;;;;;;;;;
@danihamdan4551;Ulah bikang pa,bisi engke teh reneh di sangka di renehan ku urang,anyiinngg nyeri kulit beuteung??????;;;;;;;;;;;;;;;;
@izurrokhman1875;Rata-rata yang ditangani pak Dedi ini hanya permasalahan kecil yang merugikan sebagian kecil,coba dong selesaikan permasalahan besar yang kerugiannya hampir seluruh rakyat Indonesia seperti kasus pagar Laut deh;;;;;;;;;;;;;;;;
@titik9024;03:48;;;;;;;;;;;;;;;;
????:  jangan kuda betina pak;;;;;;;;;;;;;;;;;
????: kenapa ga mau betina?;;;;;;;;;;;;;;;;;
????: takut nanti kudanya hamil;di sangka hamil sama saya.;;;;;;;;;;;;;;;;
"??????????????""";;;;;;;;;;;;;;;;;
@lunajelita1;Tak bisa sepenuhnya menyalahkan Varel justru harus berterima kasih,  Ada UU yang menetapkan kalau komisi HAM dan KPAI memiliki tugas dalam mendidik, dan tak ada militer. Sebagai anggota DPR tugasnya mengawasi pemerintah sesuai dengan UU dan hukum. Karena itu perlunya ada point penambahan kalau militer punya tugas juga mendidik anak dan masyarakat jika di perlukan berdasarkan point point yang di setujui. HAl ini penting agar negara menempatkan UU dan hukum di atas jika negara mau maju.;;;;;;;;;;;;;;;;
 Seperti saya tinggal di Canada teriak saya bunuh kamupun jika di laporkan akan ada tindakkan hukum karena ada UUnya; dan di Canada sini teriak demikian bisa kena denda; tak boleh dekat dan memiliki rumah dekat korban walaupun tak belum terjadi pembunuhan hanya teriakan dan ini ada UUnya yang bisa menghukum; UU lingkungan. Dimana pengadilannya di lakukan dengan cepat tak butuh lama; pengadilan lingkungan hanya proses 1 minggu dari pelaporan yang tentu saja ada hakim dan perlu membayar pengacara yang lumayan di tambah adanya record tertulis sehingga jika akan berpergian memerlukan surat khusus sebagai jaminan untuk melintasi immigrasi. ;;;;;;;;;;;;;
Saya hidup 30 tahun di negara Canada dan tahu betul karena di Canada sini jika mengambil keputusan pengadilan ada sistem juri; dan para juri ini adalah WN dari berbagai elemen yang di tunjuk penugasannya dan di bayar selama 1 tahun untuk pengambil keputusan pengadilan dan para juri ini di karantina sebelum hari tugasnya selama 1 minggu yang mana tak ada yang tahu serta tak boleh memakai telepon atau menghubungi sekalipun itu keluarga. Yang akan di pilih menjadi juri akan melalui test;mereka akan datang di waktu yang di tentukan ; biasanya ada sekitar 200 calon namun hanya butuh 10 orang. Perlu di ketahui banyak yang tak mau jadi juri karena pendapatannya kecil namun ini tugas negara ;"jika sudah di pilih tak bisa menolaknya.""";;;;;;;;;;;;;
@sofwanefendi4869;RI 1;;;;;;;;;;;;;;;;
@WarsitaWijaya;Bang dedi masukan juga aura kasih ke barak militer biar bisa belajar dispilin unggah ungguh bener??;;;;;;;;;;;;;;;;
@fabianmaulana5187;Raja Jawabarat;;;;;;;;;;;;;;;;
@benomanik767;Menyala bapak aing????????;;;;;;;;;;;;;;;;
@sugihartosugiharto-fi8bj;BRAVO & sehat dan panjang umur BPK KDM oleh Alloh SWT Amien ????????????????????;;;;;;;;;;;;;;;;
@Alimah73886;Semoga barak meliter mnjadi jln untk melahirkn ank2bngsa yg berdedikasi brwibawa dn punya komikmen yg g bisa trbawa alus prgaulan negatip.soleh soleha rajin dn brguna untk ortu brgununa untk bngsa negara kt.aamiin. kdm??????????;;;;;;;;;;;;;;;;
@lunajelita1;KDM perlu meminta DPR agar menetapkan kalau militer berkewajiban ikut membantu mendidik anak maupun masyarakat jika di perlukan, jika sudah ada UU artinya sudah memiliki kekuatan hukum sehingga politikus tak akan ada lagi yang mencoba menjatuhkan pemerintahan saat ini. Seperti semua tahu KDM salah satu kader dari pemenang pemilu dan bagian dari pemerintahan saat ini, perpolitikan itu sangat keras. Jika DPR telah menetapkan UU ini juga bagus karena DPR adalah salah satu lembaga yang tugasnya mengawasi jalannya pemerintahan. Jika ada UU artinya DPR juga tak akan di salahkan jika di kemudian hari ada pihak pihak yang ingin mengambil kesempatan untuk merusak dan menjatuhkan pemerintahan yang syah .Negara harus memiliki hukum agar hukum merupakan elemen tertinggi, seperti negara maju orang teriak kamu saya bunuh pun bisa berhadapan dengan hukum sehingga masyarakatnya tunduk terhadap hukum, dan berpikir jika melakukan pelanggaran. Sebagai pemerintah KDM harus di jalur hukum sebagai contoh, segala yang baik bisa jadi bumerang ketika akan ada yang menggorengnya. Mulailah dari KDM yang mengajukkan penetapan hukum untuk militer punya kewajiban mendidik anak serta masyarakat jika di perlukan dengan point point yang tentunya harus di jabarkan sehingga tak keluar dari jalur serta tak melakukan kekerasan.;;;;;;;;;;;;;;;;
@AnneSumiati;Setuju setuju setuju banget;;;;;;;;;;;;;;;;
@MardiahMamah-p2j;Masya Alloh Tabarokalloh;;;;;;;;;;;;;;;;
@AbahAnwar-u4s8k;Varell oh varell mengapa mau jadi anggota DPR? Padahal DPR itu sarang penyamun sedangkan anda orang baik2.ingatlah jadi wakil rakyat itu besar tanggung jawabnya dunia akhirat .;;;;;;;;;;;;;;;;
@HanisitSobarna;dodik lembang .... ????;;;;;;;;;;;;;;;;
@verbena.vervain;Seandainya dulu ada kaya gini, mau sukarela ikutan deh. Dulu ikut organisasi bukannya dilatih disiplin, diklatnya rata2 malah diplonco ??;;;;;;;;;;;;;;;;
@KonterHoki-mh6rn;Buatmas Farel Baramasta   anda itu wajil Rakyat klo kometar  tolong haris mewakili Rakyat  klo belum bisa kerja nyata,;;;;;;;;;;;;;;;;
@SuswatiWati-u8r;Mksh BPK ibu dr Jawa tengh hebt kang Dedi sehat2 dn kru;;;;;;;;;;;;;;;;
@perjalananhidup-zn3kq;Aduuuh;;;;;;;;;;;;;;;;
Kok saya jadi ke Candu an;;;;;;;;;;;;;;;;;
Nonton channel YouTube;;;;;;;;;;;;;;;;;
 K D M;;;;;;;;;;;;;;;;;
Kalau TIDAK nonton;;;;;;;;;;;;;;;;;
Sehari;;;;;;;;;;;;;;;;;
"Seperti ADA yang Kurang gitu""";;;;;;;;;;;;;;;;;
@SEMSINUARY;13 Mei 2025;;;;;;;;;;;;;;;;
"Nitip jejak""";;;;;;;;;;;;;;;;;
@espituhfarm5462;Cara pendaftaran barak militer dispill dobg min;;;;;;;;;;;;;;;;
@EdiwanBadu;Kejang2 elit politik melihat ini ...;;;;;;;;;;;;;;;;
@nine7499;Yg belum subscrb KDM , ayoo pencet tombol nya..gratis....dana nya kembali utk membina masyarakat ...tdk pake uang negara;;;;;;;;;;;;;;;;
@sumibt5512;"Assalamu alaikum ww salam berjuang buat bpk gubernur jabar bersama bpk bupati dan wakil bupati bersama bpk""  TNI  semoga  semuanya sehat walafiat p umur p punjung p jodoh p rezeki nya di mudahkan dari segala urusan ,, amin amin ami yarobball allamin ,, salam buat wakil bupati nya yg cakep ????";;;;;;;;;;;;;;;;
@nine7499;Hahahaha. Masha Allah... hiburan sehat ieu mah .;;;;;;;;;;;;;;;;
@DaniDatuk-wf8wn;Para guru honorer libatkan kang, kasian kasih job.;;;;;;;;;;;;;;;;
@Jejakcahayaastral;Gubernur Rasa Teman;;;;;;;;;;;;;;;;
@kenziputra-t1m;Saya asli dari Sumbar sangat mendukung sekali program gub Jabar ;;;;;;;;;;;;;;;;
Sekarang saya sudah pindah KK ke Jawa barat;;;;;;;;;;;;;;;;;
"Terima kasih untuk warga Jabar??????""";;;;;;;;;;;;;;;;;
@DidiRaditia;Tuker tambah aja sama gubernur Banten.KDM jadi gubernur banten.;;;;;;;;;;;;;;;;
@M_rifky14;Mantappp??????????;;;;;;;;;;;;;;;;
@farisjunanda361;Mana farel Anggita drpd tea?;;;;;;;;;;;;;;;;
"Dele Tah rel!""";;;;;;;;;;;;;;;;;
@Kang-c5z;Pak saya kepengen banget sekolah dari dulu tapi saya gk punya biaya??;;;;;;;;;;;;;;;;
@Kucinghutan008;Sampurasun Pak gubernur KDM gimana nih Di daerah Karawang belom ada barak militer nih sedangkan banyak anak yg nakal, banyak anak geng motor nih bagai mana nih bisa ditinjau Ke Daerah karawang Pak KDM trimakasih;;;;;;;;;;;;;;;;
@asyifarahma937;itu yg di sebut melangar ham coba renungkan hati anda KPAI ham gubernur kaya gini saya sebagai warga Jabar merasa bangga;;;;;;;;;;;;;;;;
@perjalananhidup-zn3kq;Saya sudah subscribe;;;;;;;;;;;;;;;;
@perjalananhidup-zn3kq;Wa ala ikum salam wr wb;;;;;;;;;;;;;;;;
"Aamiin""";;;;;;;;;;;;;;;;;
@perjalananhidup-zn3kq;Setuju;;;;;;;;;;;;;;;;
Tapi yang benar Benar punya kualitas;;;;;;;;;;;;;;;;;
"Bukan Lulus ( dapat ijazah ) karena UANG""";;;;;;;;;;;;;;;;;
@ditanurcahya2869;keren;;;;;;;;;;;;;;;;
@ImronRosadi-wp5sr;Saatnya generasi patriot mengauuum..;;;;;;;;;;;;;;;;
@AbsorAbsor-ft1zc;Ansk anak di serahkan ke tni itu tandanya tni di percata seluruh rakyat;;;;;;;;;;;;;;;;
@sangkuriang9498;Asalamualaikum pa menta ijin cba Ulin KA Bogor timur husus n daerah dayeh Jonggol Mash keneh loba penggalian taneh ilegal ngarusak alam jng jalan;;;;;;;;;;;;;;;;
@adewahyudi5404;KPAI Jeung DPR mah ngjedog we tukangeun meja...turun sia teh k lapangan ulah bisa na ngabangus wae ..;;;;;;;;;;;;;;;;
@adewahyudi5404;Sukabumi belum ada pak program siswa kirim ke barak..tolong pak Sukabumi di prioritas sebeb rawan kasus geng motor..nuhun pak gub;;;;;;;;;;;;;;;;
@MUNDING_ANGKARA;Pak usul,candakan mah murangkalih yatim piatu lebetkeun ka barak supados gaduh sumanget sareng gede hate kangge mayunan kahirupan kapayun na.??????;;;;;;;;;;;;;;;;
@FarelNanggerang;Pak Haji ayenamah tara tembong bareng jeng si Egi padahal kangen kebersamaan pak dedi jeng si egi;;;;;;;;;;;;;;;;
@arkhanchannel4309;URGENT??pak dedi tolong keluarga saya.;;;;;;;;;;;;;;;;
Keponakan saya laki2 sudah dewasa umur 25 tahun tapi hidupnya nyusahin org tua terus (kerja ga pernah bener;selalu dikeluarkan karna jarang masuk kerja;semaleman begadang maen game) sudah diajak kerja ke beberapa tempat selalu di pecat dengan kasus yg sama.;;;;;;;;;;;;;;;
Ngelawan ke org tua dan neneknya (ibu saya) ngelawannya bukan lagi bantah tp udh keluar bahasa binatang;seperti ada kelainan karna kalo ngomong selalu diulang2;kadang ngomong sendiri.;;;;;;;;;;;;;;;
Sering ngancam bunuh org (termasuk saya pernah ditodong pisau);sempet mau lapor polisi tapi ditahan ibunya (sayang yg justru menjerumuskan).;;;;;;;;;;;;;;;;
Saya minta tolong bawa ponakan saya segera;sudah banyak perabotan rumah yg rusak;ibunya sudah nyerah kelurga semuanya sudah nyerah juga.;;;;;;;;;;;;;;;
Tolong bawa ke barak militer pak Dedi;ga dipulangin jga gpp lah;jd beban dan mengancam org rumah;kalo dibiarkan leboh lama lagi saya kasian ke ibu saya yg sudah tua; istirahat ga pernah tenang karna selalu ribut dan gebrak2 pintu.;;;;;;;;;;;;;
Dirumah selalu teriak2 kalo lagi maen game atau edan nya lagi kumat.;;;;;;;;;;;;;;;;;
"Alamatnya di lebak pasar RT 001/004 no 19. kecamatan Citeureup kabupaten bogor.""";;;;;;;;;;;;;;;;;
@arkhanchannel4309;URGENT??pak dedi tolong keluarga saya.;;;;;;;;;;;;;;;;
Keponakan saya laki2 sudah dewasa umur 25 tahun tapi hidupnya nyusahin org tua terus (kerja ga pernah bener;selalu dikeluarkan karna jarang masuk kerja;semaleman begadang maen game) sudah diajak kerja ke beberapa tempat selalu di pecat dengan kasus yg sama.;;;;;;;;;;;;;;;
Ngelawan ke org tua dan neneknya (ibu saya) ngelawannya bukan lagi bantah tp udh keluar bahasa binatang;seperti ada kelainan karna kalo ngomong selalu diulang2;kadang ngomong sendiri.;;;;;;;;;;;;;;;
Sering ngancam bunuh org (termasuk saya pernah ditodong pisau);sempet mau lapor polisi tapi ditahan ibunya (sayang yg justru menjerumuskan).;;;;;;;;;;;;;;;;
Saya minta tolong bawa ponakan saya segera;sudah banyak perabotan rumah yg rusak;ibunya sudah nyerah kelurga semuanya sudah nyerah juga.;;;;;;;;;;;;;;;
Tolong bawa ke barak militer pak Dedi;ga dipulangin jga gpp lah;jd beban dan mengancam org rumah;kalo dibiarkan leboh lama lagi saya kasian ke ibu saya yg sudah tua; istirahat ga pernah tenang karna selalu ribut dan gebrak2 pintu.;;;;;;;;;;;;;
Dirumah selalu teriak2 kalo lagi maen game atau edan nya lagi kumat.;;;;;;;;;;;;;;;;;
"Alamatnya di lebak pasar RT 001/004 no 19. kecamatan Citeureup kabupaten bogor.""";;;;;;;;;;;;;;;;;
@RachelAtaya;Semoga jadi RI 1;;;;;;;;;;;;;;;;
@aymaral7604;Kira2 bolh tukeran gak ,gubernurnya sama jateng??;;;;;;;;;;;;;;;;
@dewratih3989;Kang Dedy yg rumahnya di Surabaya,mau dong ikut anaknya ke barak militer jugaa...itu iri banget gak sih (ngomong sambil menangis);;;;;;;;;;;;;;;;
@achmadfaisal36;gak apa gak ketemu pak dedi bsa melihatnya diyoutube saja sy sdh senang sy berdoa semoga allah kasih sy rejeki yg berlimpah agar sy jga bsa berbagi kpada org2 yg membutuhkan seperti pak dedi;;;;;;;;;;;;;;;;
@salyarishma2762;THE GODFATHER JABAR??????????????;;;;;;;;;;;;;;;;
@SenjaQilla;Saat kang dedi pakai bahasa sunda harusnya ada translate nya...;;;;;;;;;;;;;;;;
@ImamSulaiman-z6q;Lama2 semua anak sekolah jadi pengen masuk barak,. ????;;;;;;;;;;;;;;;;
@sitiaku5446;Jogol hadir selalu pa haji sehat selalu ya pa haji;;;;;;;;;;;;;;;;
@Pemuda_uyuhan;Sehat selalu bapk aing?;;;;;;;;;;;;;;;;
@MochAnas-bw7fx;Jawa timur mlempem di pegang tokoh muslimah hilang pamor pejuang pemuda 10 nopember, tergantikan jawa barat jadi propinsi istimewa dlm keadaan negara mulai krisis tokoh kepemimpinan yg bersih dari korupsi.;;;;;;;;;;;;;;;;
@RUSMANRISKA;Banten hadir lur,,;;;;;;;;;;;;;;;;
@arkhanchannel4309;Tolong bantu up sahabat ????????????;;;;;;;;;;;;;;;;
@MomonSketroper;Pak TASIK BANYAK BOCAH GANG MOTOR TOLONG DIAMANKAN;;;;;;;;;;;;;;;;
@erickcheper5597;Ulah bikang bapak bisi reneh ngke bisi reneuh di sangka reuneuh ku Abi ??????????????????;;;;;;;;;;;;;;;;
@Kakabiru33;Bapak Aing Tea Hebat???;;;;;;;;;;;;;;;;
@semogasaja5714;Di jatim banyak loh sekolah smk yg pendampingnya dari tni,, salah satunya di tempatku, SMKN 1 WATULIMO PELAYARAN;;;;;;;;;;;;;;;;
"tepatnya di kabupaten trenggalek jatim""";;;;;;;;;;;;;;;;;
@RochmanHidayat-t8v;KDM ADALAH PEMBINA PARTAI GERINDRA ANAK EMAS PRABOWO/GUBERNUR JABAR/BAYANGAN PRABOWO/SENJATA CADANGAN PRABOWO KALAU LAWAN POLITIK KEDEPAN DI RASA KUAT JUGA,,, INTINYA GAK LAMA LAGI INDONESIA AKAN MAKIN LEBIH BAIK ?????? ITU KACA MATA SAYA BAGAIMANA MENURUT KALIAN???;;;;;;;;;;;;;;;;
@bocabangor8058;Alhamdulillah jabar punya GUBERNUR seperti kdm yg baik kebijakannya ??????;;;;;;;;;;;;;;;;
@HatiYgjjr-qd2fi;Pa gubernut kami ini perempuam sudah berumur datanh jauh jauh kemalaman,  tega teganya sampe diusir dari dati pakuan, tidak diperbolehkan istirahat dimasjid meskipu  cuma di liar;;;;;;;;;;;;;;;;
@tommyirawwan6818;Bisa ga si kang cucu ibu sayang masuk barak TNI soalnya orang jarang skolah masantren kabur trus kasian ibu Saya udah tua harus ngurusin cucu,KLO saya sebagai omnya ga bisa ngadidik soalnya lagi kerja ngerantau tanggapi kang dedi;;;;;;;;;;;;;;;;
@acengkers2499;Pokoknya gubernur Jabar paling top dengan segala kebijakan nya;;;;;;;;;;;;;;;;
@sutraofficial44;Sehat selalu Pak Gubernur... Amiin ya Allah ya robbal allamiin??;;;;;;;;;;;;;;;;
@joninokip1660;masalah anak2 remaja memang penuh dinamika.. saya pikir ini salah satu solusi yg paling brilian untuk memperbaiki mental anak2 remaja.. kdm orang hebat dengan ide2 yg hebat..;;;;;;;;;;;;;;;;
@syahriel3009;KDM itu  orang cerdas dan jujur.. Berbicara di depan media publik sangat lancar.. Tidak gugup... Bapak aing mantap.;;;;;;;;;;;;;;;;
